Name,Price,Rating,Processor,RAM,Storage,Operating_System,Other_Spec,URL,Description
Lenovo LOQ,57990.0,4.4,AMD Ryzen 5 7235H,12 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-loq-amd-ryzen-5-quad-core-7235hs-12-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15arp9-gaming-laptop/p/itmd3fbbdced2d6b?pid=COMHFYZ3DGBDSGGY&lid=LSTCOMHFYZ3DGBDSGGY9EBU08&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_43&otracker=search&fm=organic&iid=368a34c7-2152-4fec-9c20-a6bd4723b87d.COMHFYZ3DGBDSGGY.SEARCH&ppt=None&ppn=None&ssid=7vg0hmnd5c0000001746639048242&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5 7235H, 12 GB, 512 GB SSD, Windows 11 Home"
SAMSUNG Galaxy Book4 Metal,36990.0,4.5,Intel Core i3 13th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-np750xgj-lg4in-thin-light-laptop/p/itm1ad811a174c21?pid=COMH4Y6KKRC9YSWE&lid=LSTCOMH4Y6KKRC9YSWERDUMZD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=default_BestsellerId_6bo%2Fb5g&srno=s_2_44&otracker=search&fm=organic&iid=368a34c7-2152-4fec-9c20-a6bd4723b87d.COMH4Y6KKRC9YSWE.SEARCH&ppt=None&ppn=None&ssid=7vg0hmnd5c0000001746639048242&qH=c06ea84a1e3dc3c6,"Intel Core i3 13th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
DELL G15,74990.0,4.0,Intel Core i5 13th Gen,16 GB,1 TB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/dell-g15-intel-core-i5-13th-gen-13450hx-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3050-120-hz-5530-gaming-laptop/p/itmd1b02da743465?pid=COMH8Z22WGKPQGV3&lid=LSTCOMH8Z22WGKPQGV3YXJVUF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_45&otracker=search&fm=organic&iid=368a34c7-2152-4fec-9c20-a6bd4723b87d.COMH8Z22WGKPQGV3.SEARCH&ppt=None&ppn=None&ssid=7vg0hmnd5c0000001746639048242&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 16 GB, 1 TB SSD, Windows 11 Home"
ASUS Expertbook P1,62990.0,4.5,Intel Core i7 13th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/asus-expertbook-p1-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-p1503cva-s71042ws-thin-light-laptop/p/itmaaf79b8a24f17?pid=COMH8Z2QK37PNMFZ&lid=LSTCOMH8Z2QK37PNMFZYXNPS4&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_46&otracker=search&fm=organic&iid=368a34c7-2152-4fec-9c20-a6bd4723b87d.COMH8Z2QK37PNMFZ.SEARCH&ppt=None&ppn=None&ssid=7vg0hmnd5c0000001746639048242&qH=c06ea84a1e3dc3c6,"Intel Core i7 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
Lenovo Yoga Slim 6 WUXGA OLED,63990.0,4.4,Intel Core i5 13th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-yoga-slim-6-wuxga-oled-intel-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-14irh8-thin-light-laptop/p/itm4914c3143a9a5?pid=COMGSVFETYUGZUHR&lid=LSTCOMGSVFETYUGZUHRTFCRLG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_47&otracker=search&fm=organic&iid=en_A8adM97Dv_M0VlrX6-HscTPCnrW-_ZOL8MCzitPssKodlBnjGN1A07fXr-JeiQoFPqtGfW7s2NjnbVF-DThJhvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=7vg0hmnd5c0000001746639048242&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
Lenovo IdeaPad Slim 3,45490.0,4.2,Intel Core i5 12th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-14iah8-thin-light-laptop/p/itm726ac134d0530?pid=COMHFYZ3GZVH37GY&lid=LSTCOMHFYZ3GZVH37GYBMASJU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_48&otracker=search&fm=organic&iid=en_A8adM97Dv_M0VlrX6-HscTPCnrW-_ZOL8MCzitPssKobKzV8LSf-5KkVu00-sNDMhEHb3DssGOXDl9tiVBcBT6V8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=7vg0hmnd5c0000001746639048242&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
MOTOROLA Motobook 60 Full Metal,70990.0,4.2,Unknown,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/motorola-motobook-60-full-metal-intel-core-7-series-2-240h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itmf0b4d7c55543d?pid=COMHAUZWUZNATFET&lid=LSTCOMHAUZWUZNATFETMS2VMV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_49&otracker=search&fm=organic&iid=f3f8e31f-040a-4c64-b11f-a06964dc4fbb.COMHAUZWUZNATFET.SEARCH&ppt=None&ppn=None&ssid=ucuodqahq80000001746639092172&qH=c06ea84a1e3dc3c6,"16 GB, 512 GB SSD, Windows 11 Home"
Acer Aspire,48990.0,4.1,Intel Core i5 12th Gen,12 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/acer-aspire-intel-core-i5-12th-gen-12450h-12-gb-512-gb-ssd-windows-11-home-al15-52h-thin-light-laptop/p/itmc262e2fa338ce?pid=COMH59E4MRQZEJEH&lid=LSTCOMH59E4MRQZEJEHZ9JQUS&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_50&otracker=search&fm=organic&iid=f3f8e31f-040a-4c64-b11f-a06964dc4fbb.COMH59E4MRQZEJEH.SEARCH&ppt=None&ppn=None&ssid=ucuodqahq80000001746639092172&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 12 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
Lenovo LOQ,73990.0,4.3,Intel Core i5 13th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-loq-intel-core-i5-13th-gen-13450hx-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15irx9d2-gaming-laptop/p/itm4a19730d181b4?pid=COMGYSFGHPSWGZSV&lid=LSTCOMGYSFGHPSWGZSV3LJ4MP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_54&otracker=search&fm=organic&iid=f3f8e31f-040a-4c64-b11f-a06964dc4fbb.COMGYSFGHPSWGZSV.SEARCH&ppt=None&ppn=None&ssid=ucuodqahq80000001746639092172&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
ASUS Vivobook 15,34990.0,4.2,Intel Core i3 13th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj320ws-thin-light-laptop/p/itm200184e4e0443?pid=COMGYSFGRDEFFPY6&lid=LSTCOMGYSFGRDEFFPY6IFXPZU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_55&otracker=search&fm=organic&iid=f3f8e31f-040a-4c64-b11f-a06964dc4fbb.COMGYSFGRDEFFPY6.SEARCH&ppt=None&ppn=None&ssid=ucuodqahq80000001746639092172&qH=c06ea84a1e3dc3c6,"Intel Core i3 13th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC,73990.0,4.1,Intel Core Ultra 5,16 GB,1 TB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-ideapad-slim-5-wuxga-oled-ai-pc-intel-core-ultra-125h-16-gb-1-tb-ssd-windows-11-home-14imh9-laptop/p/itm089031723a8df?pid=COMGXAU9B7GGGZH4&lid=LSTCOMGXAU9B7GGGZH4QBWTKF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_56&otracker=search&fm=organic&iid=f3f8e31f-040a-4c64-b11f-a06964dc4fbb.COMGXAU9B7GGGZH4.SEARCH&ppt=None&ppn=None&ssid=ucuodqahq80000001746639092172&qH=c06ea84a1e3dc3c6,"Intel Core Ultra 5, 16 GB, 1 TB SSD, Windows 11 Home"
MSI Modern 14,42999.0,4.3,Intel Core i7 12th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/msi-modern-14-intel-core-i7-12th-gen-1255u-8-gb-512-gb-ssd-windows-11-home-c12m-670in-thin-light-laptop/p/itm8820edd8b6c55?pid=COMGPXFYSYRWSECV&lid=LSTCOMGPXFYSYRWSECV3FT3CZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_59&otracker=search&fm=organic&iid=f3f8e31f-040a-4c64-b11f-a06964dc4fbb.COMGPXFYSYRWSECV.SEARCH&ppt=None&ppn=None&ssid=ucuodqahq80000001746639092172&qH=c06ea84a1e3dc3c6,"Intel Core i7 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
Lenovo IdeaPad Slim 5,79990.0,4.1,Intel Core i7 13th Gen,16 GB,1 TB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-ideapad-slim-5-intel-core-i7-13th-gen-13700h-16-gb-1-tb-ssd-windows-11-home-16irl8-laptop/p/itma68dba42368d2?pid=COMGVQ2YAVZSZSY8&lid=LSTCOMGVQ2YAVZSZSY8SAWRD5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_60&otracker=search&fm=organic&iid=f3f8e31f-040a-4c64-b11f-a06964dc4fbb.COMGVQ2YAVZSZSY8.SEARCH&ppt=None&ppn=None&ssid=ucuodqahq80000001746639092172&qH=c06ea84a1e3dc3c6,"Intel Core i7 13th Gen, 16 GB, 1 TB SSD, Windows 11 Home"
Acer Swift Go 14 Snapdragon X Plus,55990.0,4.3,Unknown,16 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/acer-swift-go-14-snapdragon-x-plus-16-gb-512-gb-ssd-windows-11-home-sfg14-01-x9c8-thin-light-laptop/p/itmd59652b059190?pid=COMH6ZKTTGFFBJZA&lid=LSTCOMH6ZKTTGFFBJZAQWS389&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_63&otracker=search&fm=organic&iid=f3f8e31f-040a-4c64-b11f-a06964dc4fbb.COMH6ZKTTGFFBJZA.SEARCH&ppt=None&ppn=None&ssid=ucuodqahq80000001746639092172&qH=c06ea84a1e3dc3c6,"16 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
Lenovo IdeaPad Slim 5 Co-Pilot PC Snapdragon X Plus,54990.0,4.3,Unknown,16 GB,1 TB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-ideapad-slim-5-co-pilot-pc-snapdragon-x-plus-16-gb-1-tb-ssd-windows-11-home-14q8x9-thin-light-laptop/p/itm8a59041fc8c0f?pid=COMH4N9CZ7JKPQQC&lid=LSTCOMH4N9CZ7JKPQQCOFLXDU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_64&otracker=search&fm=organic&iid=f3f8e31f-040a-4c64-b11f-a06964dc4fbb.COMH4N9CZ7JKPQQC.SEARCH&ppt=None&ppn=None&ssid=ucuodqahq80000001746639092172&qH=c06ea84a1e3dc3c6,"16 GB, 1 TB SSD, Windows 11 Home"
ASUS Vivobook 15,61990.0,4.2,Intel Core i7 13th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/asus-vivobook-15-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-x1502va-bq837ws-thin-light-laptop/p/itm500337caaa66d?pid=COMH96FBVPKVYXUE&lid=LSTCOMH96FBVPKVYXUEDJAWKB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_65&otracker=search&fm=organic&iid=f3f8e31f-040a-4c64-b11f-a06964dc4fbb.COMH96FBVPKVYXUE.SEARCH&ppt=None&ppn=None&ssid=ucuodqahq80000001746639092172&qH=c06ea84a1e3dc3c6,"Intel Core i7 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
Lenovo IdeaPad Slim 3,49490.0,4.2,Intel Core i5 12th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-14iah8-thin-light-laptop/p/itm726ac134d0530?pid=COMGYHP5ZB4AGZH6&lid=LSTCOMGYHP5ZB4AGZH6HABNUL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_66&otracker=search&fm=organic&iid=f3f8e31f-040a-4c64-b11f-a06964dc4fbb.COMGYHP5ZB4AGZH6.SEARCH&ppt=None&ppn=None&ssid=ucuodqahq80000001746639092172&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
MSI Modern 14,39900.0,4.4,Intel Core i5 12th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/msi-modern-14-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-c12mo-1212in-business-laptop/p/itm60c14709fdf3b?pid=COMHYWTJE2BSGGJV&lid=LSTCOMHYWTJE2BSGGJV95JWUA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_69&otracker=search&fm=organic&iid=f3f8e31f-040a-4c64-b11f-a06964dc4fbb.COMHYWTJE2BSGGJV.SEARCH&ppt=None&ppn=None&ssid=ucuodqahq80000001746639092172&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
"ASUS Vivobook 15, with Backlit Keyboard,",54990.0,4.2,Intel Core i5 13th Gen,8 GB,512 GB SSD,Unknown,Unknown,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj521ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMGZDQJ8RVSQZE8&lid=LSTCOMGZDQJ8RVSQZE8G3WDIQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_70&otracker=search&fm=organic&iid=f3f8e31f-040a-4c64-b11f-a06964dc4fbb.COMGZDQJ8RVSQZE8.SEARCH&ppt=None&ppn=None&ssid=ucuodqahq80000001746639092172&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 8 GB, 512 GB SSD"
ASUS Vivobook 15,29990.0,4.3,Intel Core i3 12th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj322ws-thin-light-laptop/p/itm200184e4e0443?pid=COMH4Y6KT9ZMYXA6&lid=LSTCOMH4Y6KT9ZMYXA60HIRLB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_73&otracker=search&fm=organic&iid=f8d4e442-7f11-4a99-aa03-86a8f206c2cf.COMH4Y6KT9ZMYXA6.SEARCH&ppt=None&ppn=None&ssid=uo403zdoy80000001746639134595&qH=c06ea84a1e3dc3c6,"Intel Core i3 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
Infinix GT Book,53990.0,4.3,Intel Core i5 12th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/infinix-gt-book-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-80-w-gl613-gaming-laptop/p/itmc9e44d5a9f6c4?pid=COMHYS44DKVFUFVS&lid=LSTCOMHYS44DKVFUFVS2KZG86&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_74&otracker=search&fm=organic&iid=f8d4e442-7f11-4a99-aa03-86a8f206c2cf.COMHYS44DKVFUFVS.SEARCH&ppt=None&ppn=None&ssid=uo403zdoy80000001746639134595&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
Lenovo Yoga 6,75190.0,4.2,AMD Ryzen 5 7530U,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-yoga-6-amd-ryzen-5-hexa-core-7530u-16-gb-512-gb-ssd-windows-11-home-13abr8-2-1-laptop/p/itm19ba9d85ccc52?pid=COMGRU9Z4TCQEFFH&lid=LSTCOMGRU9Z4TCQEFFHZA5TDK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_75&otracker=search&fm=organic&iid=f8d4e442-7f11-4a99-aa03-86a8f206c2cf.COMGRU9Z4TCQEFFH.SEARCH&ppt=None&ppn=None&ssid=uo403zdoy80000001746639134595&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5 7530U, 16 GB, 512 GB SSD, Windows 11 Home"
Acer Aspire Lite,31490.0,4.2,AMD Ryzen 3 5300U,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-3-quad-core-5300u-16-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMH2TPSHCGSZY44&lid=LSTCOMH2TPSHCGSZY44IBA3CY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_76&otracker=search&fm=organic&iid=f8d4e442-7f11-4a99-aa03-86a8f206c2cf.COMH2TPSHCGSZY44.SEARCH&ppt=None&ppn=None&ssid=uo403zdoy80000001746639134595&qH=c06ea84a1e3dc3c6,"AMD Ryzen 3 5300U, 16 GB, 512 GB SSD, Windows 11 Home"
Apple MacBook AIR Apple M2,70990.0,4.7,Unknown,16 GB,256 GB SSD,macOS,Unknown,https://www.flipkart.com/apple-macbook-air-m2-16-gb-256-gb-ssd-macos-sequoia-mc7w4hn-a/p/itm2ea42dec44bca?pid=COMH64PYZU4ZZR79&lid=LSTCOMH64PYZU4ZZR79AHLYXY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_79&otracker=search&fm=organic&iid=f8d4e442-7f11-4a99-aa03-86a8f206c2cf.COMH64PYZU4ZZR79.SEARCH&ppt=None&ppn=None&ssid=uo403zdoy80000001746639134595&qH=c06ea84a1e3dc3c6,"16 GB, 256 GB SSD, macOS"
Lenovo IdeaPad Slim 5,61190.0,4.3,AMD Ryzen 7 7735H,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-ideapad-slim-5-amd-ryzen-7-octa-core-7735hs-16-gb-512-gb-ssd-windows-11-home-13arp10-thin-light-laptop/p/itmce73e91ed2bfc?pid=COMH8ZYXDKUYTDW9&lid=LSTCOMH8ZYXDKUYTDW9OQ5RDT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_80&otracker=search&fm=organic&iid=f8d4e442-7f11-4a99-aa03-86a8f206c2cf.COMH8ZYXDKUYTDW9.SEARCH&ppt=None&ppn=None&ssid=uo403zdoy80000001746639134595&qH=c06ea84a1e3dc3c6,"AMD Ryzen 7 7735H, 16 GB, 512 GB SSD, Windows 11 Home"
ASUS TUF Gaming A15,90990.0,4.5,AMD Ryzen 7 7435H,16 GB,512 GB SSD,Windows 11 Home,['Gaming'],https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-16-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-4060-fa507nvr-lp104ws-laptop/p/itmc6ca6f861b082?pid=COMH4Y6KP3YYWBD5&lid=LSTCOMH4Y6KP3YYWBD5NP9YQP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_83&otracker=search&fm=organic&iid=f8d4e442-7f11-4a99-aa03-86a8f206c2cf.COMH4Y6KP3YYWBD5.SEARCH&ppt=None&ppn=None&ssid=uo403zdoy80000001746639134595&qH=c06ea84a1e3dc3c6,"AMD Ryzen 7 7435H, 16 GB, 512 GB SSD, Windows 11 Home, Gaming"
Acer Aspire 7,60990.0,4.3,Intel Core i5 13th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/acer-aspire-7-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-a715-79g-gaming-laptop/p/itm8208102c97f99?pid=COMH3G96MYGWSGTF&lid=LSTCOMH3G96MYGWSGTFGZ7TLO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_84&otracker=search&fm=organic&iid=f8d4e442-7f11-4a99-aa03-86a8f206c2cf.COMH3G96MYGWSGTF.SEARCH&ppt=None&ppn=None&ssid=uo403zdoy80000001746639134595&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
Apple MacBook Air Apple M4,87490.0,4.7,Unknown,16 GB,256 GB SSD,macOS,Unknown,https://www.flipkart.com/apple-macbook-air-m4-16-gb-256-gb-ssd-macos-sequoia-mc6t4hn-a/p/itm7c1831ce25509?pid=COMH9ZWQCJGMZGXE&lid=LSTCOMH9ZWQCJGMZGXEBSSIQU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=default_TrendingId_6bo%2Fb5g&srno=s_4_85&otracker=search&fm=organic&iid=f8d4e442-7f11-4a99-aa03-86a8f206c2cf.COMH9ZWQCJGMZGXE.SEARCH&ppt=None&ppn=None&ssid=uo403zdoy80000001746639134595&qH=c06ea84a1e3dc3c6,"16 GB, 256 GB SSD, macOS"
HP Pavilion AI PC,63990.0,4.4,Intel Core Ultra 5,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/hp-pavilion-ai-pc-intel-core-ultra-5-125u-16-gb-512-gb-ssd-windows-11-home-16-af0015tu-thin-light-laptop/p/itmdb0b867255e2b?pid=COMHF2JYCESBQYRT&lid=LSTCOMHF2JYCESBQYRTCEJFYN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_86&otracker=search&fm=organic&iid=f8d4e442-7f11-4a99-aa03-86a8f206c2cf.COMHF2JYCESBQYRT.SEARCH&ppt=None&ppn=None&ssid=uo403zdoy80000001746639134595&qH=c06ea84a1e3dc3c6,"Intel Core Ultra 5, 16 GB, 512 GB SSD, Windows 11 Home"
ASUS Vivobook S 15 OLED Powered,89990.0,4.2,Unknown,16 GB,1 TB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/asus-vivobook-s-15-oled-powered-copilot-ai-pc-snapdragon-x-elite-16-gb-1-tb-ssd-windows-11-home-s5507qad-ma751ws-thin-light-laptop/p/itm64aa566d270be?pid=COMHFCBZWQSYPBH7&lid=LSTCOMHFCBZWQSYPBH7B6CA74&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_89&otracker=search&fm=organic&iid=f8d4e442-7f11-4a99-aa03-86a8f206c2cf.COMHFCBZWQSYPBH7.SEARCH&ppt=None&ppn=None&ssid=uo403zdoy80000001746639134595&qH=c06ea84a1e3dc3c6,"16 GB, 1 TB SSD, Windows 11 Home"
Lenovo LOQ,95190.0,4.3,Intel Core i7 13th Gen,24 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-loq-intel-core-i7-13th-gen-13650hx-24-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-15irx9-gaming-laptop/p/itme3e94a3f73f71?pid=COMHYXV9XKAYQFB8&lid=LSTCOMHYXV9XKAYQFB8LRM3G5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_90&otracker=search&fm=organic&iid=f8d4e442-7f11-4a99-aa03-86a8f206c2cf.COMHYXV9XKAYQFB8.SEARCH&ppt=None&ppn=None&ssid=uo403zdoy80000001746639134595&qH=c06ea84a1e3dc3c6,"Intel Core i7 13th Gen, 24 GB, 512 GB SSD, Windows 11 Home"
ASUS Chromebook,16990.0,3.8,Intel Celeron,8 GB,Unknown,Chrome OS,Unknown,https://www.flipkart.com/asus-chromebook-intel-celeron-dual-core-n4500-8-gb-128-gb-emmc-storage-chrome-os-cx1500cka-nj0395/p/itmc1d20ec9ce589?pid=COMGSHM3TFHNHXEU&lid=LSTCOMGSHM3TFHNHXEUHQG9AK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_93&otracker=search&fm=organic&iid=f8d4e442-7f11-4a99-aa03-86a8f206c2cf.COMGSHM3TFHNHXEU.SEARCH&ppt=None&ppn=None&ssid=uo403zdoy80000001746639134595&qH=c06ea84a1e3dc3c6,"Intel Celeron, 8 GB, Chrome OS"
Lenovo LOQ,80690.0,4.5,AMD Ryzen 7 7435H,24 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-loq-amd-ryzen-7-octa-core-7435hs-24-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-15arp9-gaming-laptop/p/itmd3fbbdced2d6b?pid=COMHFYZ36W8ZGS8Z&lid=LSTCOMHFYZ36W8ZGS8ZJVRQU1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_94&otracker=search&fm=organic&iid=f8d4e442-7f11-4a99-aa03-86a8f206c2cf.COMHFYZ36W8ZGS8Z.SEARCH&ppt=None&ppn=None&ssid=uo403zdoy80000001746639134595&qH=c06ea84a1e3dc3c6,"AMD Ryzen 7 7435H, 24 GB, 512 GB SSD, Windows 11 Home"
ASUS TUF Gaming A15,52990.0,4.3,AMD Ryzen 7 7435H,8 GB,512 GB SSD,Windows 11 Home,['Gaming'],https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-fa566nfr-hn260w-laptop/p/itm10514ecd2a794?pid=COMHFT2NBDET7GJX&lid=LSTCOMHFT2NBDET7GJXKL60AC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_95&otracker=search&fm=organic&iid=f8d4e442-7f11-4a99-aa03-86a8f206c2cf.COMHFT2NBDET7GJX.SEARCH&ppt=None&ppn=None&ssid=uo403zdoy80000001746639134595&qH=c06ea84a1e3dc3c6,"AMD Ryzen 7 7435H, 8 GB, 512 GB SSD, Windows 11 Home, Gaming"
